Cluster;Reproducibility;Log2.Abundance.;Average.Spearmann.Correlation.Coefficient.between.Replicates;PearsonCorrCoeff_to_ME;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18;Maximum.Fraction;Average.Fraction;No.of.peaks;Peak.fractions;Feature.Type;Feature.Subtype;Amino.Acid.Sequence.Length;locustag_ID;locustag;genename_1;TU;annotation..cyanobase.;GO.NAME;GOT_DNA_RNA_Nucleotide;Gene_ID_IndMode;location
17;All Replicates;31.427;0.347;0.999;0.002;0.001;0.003;0.002;0.003;0.009;0.007;0.007;0.007;0.006;0.006;0.005;0.005;0.003;0.006;0.929;18;17.366;1;18;Protein;Protein;122;sll1806;sll1806;rpl14;TU837;50S ribosomal protein L14;large ribosomal subunit rRNA binding, mitochondrial large ribosomal subunit, structural constituent of ribosome, ribosome, translation, large ribosomal subunit, RNA binding, rRNA binding,;RNA;rpl14/sll1806 (Protein) - TU837;Chr
10;All Replicates;6.921;0.936;0.984;0;0;0.001;0.004;0.079;0.202;0.319;0.133;0.054;0.051;0.055;0.037;0.034;0.019;0.013;0;7;7.8977;1;7;RNA;mRNA;NA;sll1813;sll1813;rpl15;TU837;50S ribosomal protein L15;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation, large ribosomal subunit, rRNA binding, RNA binding,;;rpl15/sll1813 (mRNA / CDS) - TU837;Chr
17;All Replicates;31.988;0.742;0.999;0.001;0.001;0;0;0;0;0;0;0.001;0;0.002;0.002;0.002;0.001;0.003;0.987;18;17.9142;1;18;Protein;Protein;147;sll1813;sll1813;rpl15;TU837;50S ribosomal protein L15;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation, large ribosomal subunit, rRNA binding, RNA binding,;RNA;rpl15/sll1813 (Protein) - TU837;Chr
10;All Replicates;5.384;0.839;0.976;0;0;0.003;0.008;0.062;0.22;0.289;0.113;0.066;0.038;0.044;0.046;0.062;0.024;0.026;0;7;8.1971;1;7;RNA;mRNA;NA;sll1805;sll1805;rpl16;TU837;50S ribosomal protein L16;cytosolic large ribosomal subunit, rRNA binding, structural constituent of ribosome, ribosome, translation, RNA binding, tRNA binding,;;rpl16/sll1805 (mRNA / CDS) - TU837;Chr
17;All Replicates;30.16;0.903;0.966;0;0;0;0.005;0.031;0.162;0.105;0.026;0.007;0.004;0.001;0;0;0;0.001;0.658;18;14.0667;2;6, 18;Protein;Protein;139;sll1805;sll1805;rpl16;TU837;50S ribosomal protein L16;cytosolic large ribosomal subunit, rRNA binding, structural constituent of ribosome, ribosome, translation, RNA binding, tRNA binding,;RNA;rpl16/sll1805 (Protein) - TU837;Chr
10;All Replicates;7.141;0.871;0.979;0;0;0;0.003;0.063;0.177;0.286;0.12;0.061;0.07;0.066;0.057;0.047;0.023;0.018;0.01;7;8.41;2;7, 10;RNA;mRNA;NA;sll1819;sll1819;rpl17;TU833;50S ribosomal protein L17;structural constituent of ribosome, ribosome, translation,;;rpl17/sll1819 (mRNA / CDS) - TU833;Chr
17;All Replicates;30.765;0.267;0.999;0;0;0;0;0.004;0.004;0;0.004;0.021;0.002;0.001;0;0;0.002;0.003;0.958;18;17.6265;1;18;Protein;Protein;116;sll1819;sll1819;rpl17;TU833;50S ribosomal protein L17;structural constituent of ribosome, ribosome, translation,;No_GO;rpl17/sll1819 (Protein) - TU833;Chr
10;All Replicates;6.705;0.924;0.97;0;0;0.001;0.024;0.148;0.192;0.277;0.143;0.06;0.052;0.031;0.018;0.024;0.009;0.012;0.008;7;7.466;1;7;RNA;mRNA;NA;sll1811;sll1811;rpl18;TU837;50S ribosomal protein L18;cytosolic large ribosomal subunit, 5S rRNA binding, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;;rpl18/sll1811 (mRNA / CDS) - TU837;Chr
17;All Replicates;31.655;0.784;0.999;0.003;0;0;0;0.002;0.006;0.018;0.006;0.009;0.01;0.015;0.011;0.01;0.007;0.004;0.898;18;17.176;1;18;Protein;Protein;120;sll1811;sll1811;rpl18;TU837;50S ribosomal protein L18;cytosolic large ribosomal subunit, 5S rRNA binding, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;RNA;rpl18/sll1811 (Protein) - TU837;Chr
10;All Replicates;5.392;0.688;0.984;0;0;0.001;0.003;0.088;0.231;0.311;0.092;0.044;0.052;0.051;0.032;0.03;0.029;0.021;0.016;7;8.0469;1;7;RNA;mRNA;NA;sll1740;sll1740;rpl19;TU934;50S ribosomal protein L19;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;;rpl19/sll1740 (mRNA / CDS) - TU934;Chr
17;All Replicates;31.496;0.683;0.999;0.005;0;0;0;0.007;0.01;0.001;0;0.001;0.003;0.001;0.001;0.001;0.001;0.002;0.967;18;17.6359;1;18;Protein;Protein;122;sll1740;sll1740;rpl19;TU934;50S ribosomal protein L19;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;No_GO;rpl19/sll1740 (Protein) - TU934;Chr
8;All Replicates;9.743;0.888;-1;0;0;0.015;0.169;0.417;0.218;0.098;0.027;0.015;0.008;0.009;0.004;0.003;0.003;0.002;0.009;5;5.6817;1;5;RNA;transcript;NA;sll1740, 6803t09;sll1740, 6803t09;rpl19, 6803t09;TU934;50S ribosomal protein L19, ncRNA;transcript;;TU934 (sll1740, 6803t09) - Transcr Unit;Chr
10;All Replicates;7.157;0.916;0.992;0;0;0;0.013;0.108;0.196;0.243;0.113;0.062;0.067;0.062;0.049;0.038;0.025;0.022;0.002;7;8.1092;2;7, 10;RNA;mRNA;NA;sll1802;sll1802;rpl2;TU837;50S ribosomal protein L2;structural constituent of ribosome, cytoplasmic translation, RNA binding, ribosome, translation, large ribosomal subunit, transferase activity, rRNA binding,;;rpl2/sll1802 (mRNA / CDS) - TU837;Chr
17;All Replicates;32.897;0.256;0.999;0.001;0.003;0.006;0.004;0.004;0.002;0.004;0.002;0.002;0.002;0.003;0.002;0.002;0.003;0.005;0.954;18;17.5403;1;18;Protein;Protein;276;sll1802;sll1802;rpl2;TU837;50S ribosomal protein L2;structural constituent of ribosome, cytoplasmic translation, RNA binding, ribosome, translation, large ribosomal subunit, transferase activity, rRNA binding,;RNA;rpl2/sll1802 (Protein) - TU837;Chr
10;All Replicates;5.404;0.739;0.968;0;0;0.003;0.017;0.095;0.291;0.326;0.084;0.035;0.027;0.045;0.022;0.027;0.017;0.012;0;7;7.3859;1;7;RNA;mRNA;NA;sll0767;sll0767;rpl20;TU2501;50S ribosomal protein L20;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosomal large subunit assembly, ribosome, translation, rRNA binding, RNA binding,;;rpl20/sll0767 (mRNA / CDS) - TU2501;Chr
17;All Replicates;30.403;0.729;0.999;0;0;0;0.003;0;0;0;0.005;0.013;0.012;0.012;0.012;0.003;0.004;0.003;0.932;18;17.4905;1;18;Protein;Protein;117;sll0767;sll0767;rpl20;TU2501;50S ribosomal protein L20;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosomal large subunit assembly, ribosome, translation, rRNA binding, RNA binding,;RNA;rpl20/sll0767 (Protein) - TU2501;Chr
10;All Replicates;6.991;0.85;0.984;0;0;0.002;0.015;0.127;0.24;0.271;0.12;0.045;0.052;0.052;0.031;0.019;0.009;0.009;0.008;7;7.5373;1;7;RNA;mRNA;NA;slr1678;slr1678;rpl21;TU2027;50S ribosomal protein L21;structural constituent of ribosome, RNA binding, ribosome, translation, rRNA binding,;;rpl21/slr1678 (mRNA / CDS) - TU2027;Chr
17;All Replicates;26.574;0.929;0.969;0;0;0;0;0;0;0;0.074;0.124;0.088;0.057;0.025;0.002;0;0;0.63;18;14.8806;2;9, 18;Protein;Protein;124;slr1678;slr1678;rpl21;TU2027;50S ribosomal protein L21;structural constituent of ribosome, RNA binding, ribosome, translation, rRNA binding,;RNA;rpl21/slr1678 (Protein) - TU2027;Chr
10;All Replicates;6.281;0.858;0.987;0;0;0.003;0.013;0.106;0.209;0.31;0.11;0.048;0.043;0.053;0.033;0.032;0.012;0.014;0.014;7;7.8221;1;7;RNA;mRNA;NA;sll1803;sll1803;rpl22;TU837;50S ribosomal protein L22;ribosome assembly, cytosolic large ribosomal subunit, large ribosomal subunit, structural constituent of ribosome, translation, ribosome, RNA binding, rRNA binding,;;rpl22/sll1803 (mRNA / CDS) - TU837;Chr
17;All Replicates;30.743;0.591;0.999;0.002;0.001;0.008;0.001;0.002;0.001;0;0;0.001;0.012;0.016;0.005;0.003;0.002;0.002;0.944;18;17.505;1;18;Protein;Protein;121;sll1803;sll1803;rpl22;TU837;50S ribosomal protein L22;ribosome assembly, cytosolic large ribosomal subunit, large ribosomal subunit, structural constituent of ribosome, translation, ribosome, RNA binding, rRNA binding,;RNA;rpl22/sll1803 (Protein) - TU837;Chr
10;All Replicates;5.072;0.845;0.984;0;0;0.001;0.005;0.067;0.24;0.275;0.098;0.057;0.059;0.057;0.053;0.038;0.021;0.013;0.016;7;8.1713;1;7;RNA;mRNA;NA;sll1801;sll1801;rpl23;TU837;50S ribosomal protein L23;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosomal large subunit assembly, ribosome, translation, RNA binding, rRNA binding,;;rpl23/sll1801 (mRNA / CDS) - TU837;Chr
17;All Replicates;31.333;0.467;0.999;0.001;0;0;0;0.001;0.001;0;0.001;0.002;0.003;0.002;0.001;0;0;0;0.987;18;17.8794;1;18;Protein;Protein;101;sll1801;sll1801;rpl23;TU837;50S ribosomal protein L23;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosomal large subunit assembly, ribosome, translation, RNA binding, rRNA binding,;RNA;rpl23/sll1801 (Protein) - TU837;Chr
10;All Replicates;5.817;0.871;0.988;0;0;0.002;0.01;0.092;0.198;0.272;0.11;0.045;0.058;0.059;0.05;0.047;0.026;0.03;0.003;7;8.2304;1;7;RNA;mRNA;NA;sll1807;sll1807;rpl24;TU837;50S ribosomal protein L24;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;;rpl24/sll1807 (mRNA / CDS) - TU837;Chr
17;All Replicates;31.852;0.673;0.999;0;0;0;0;0.001;0.001;0;0.001;0.002;0.002;0.002;0.002;0.002;0.003;0.01;0.975;18;17.8674;1;18;Protein;Protein;115;sll1807;sll1807;rpl24;TU837;50S ribosomal protein L24;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;RNA;rpl24/sll1807 (Protein) - TU837;Chr
10;All Replicates;5.392;0.712;0.972;0;0;0.003;0.009;0.13;0.229;0.237;0.105;0.052;0.044;0.064;0.029;0.025;0.019;0.022;0.032;7;8.0516;2;7, 11;RNA;mRNA;NA;sll1824;sll1824;rpl25;TU830;50S ribosomal protein L25;cytosolic large ribosomal subunit, 5S rRNA binding, translation, structural constituent of ribosome, ribosome, RNA binding, rRNA binding,;;rpl25/sll1824 (mRNA / CDS) - TU830;Chr
17;All Replicates;30.053;0.353;0.999;0.003;0.002;0.007;0.014;0.008;0.008;0.005;0.01;0.012;0.007;0.012;0.008;0.008;0.01;0.009;0.877;18;16.8863;1;18;Protein;Protein;185;sll1824;sll1824;rpl25;TU830;50S ribosomal protein L25;cytosolic large ribosomal subunit, 5S rRNA binding, translation, structural constituent of ribosome, ribosome, RNA binding, rRNA binding,;RNA;rpl25/sll1824 (Protein) - TU830;Chr
10;All Replicates;6.488;0.806;0.971;0;0;0.001;0.001;0.096;0.245;0.368;0.095;0.031;0.037;0.035;0.028;0.015;0.013;0.013;0.023;7;7.6626;1;7;RNA;mRNA;NA;ssr2799;ssr2799;rpl27;TU2028;50S ribosomal protein L27;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;;rpl27/ssr2799 (mRNA / CDS) - TU2028;Chr
17;All Replicates;30.43;0.337;0.999;0.003;0;0.002;0.001;0;0;0;0;0.006;0;0;0;0;0.001;0.001;0.986;18;17.8459;1;18;Protein;Protein;87;ssr2799;ssr2799;rpl27;TU2028;50S ribosomal protein L27;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;No_GO;rpl27/ssr2799 (Protein) - TU2028;Chr
10;All Replicates;4.345;0.768;0.97;0;0;0.001;0;0.051;0.179;0.31;0.109;0.068;0.062;0.078;0.054;0.035;0.025;0.011;0.017;7;8.4175;2;7, 11;RNA;5UTR;NA;ssr2799-5UTR;ssr2799;rpl27;TU2028;50S ribosomal protein L27;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;;ssr2799-5UTR (5'UTR) - TU2028;Chr
10;All Replicates;6.78;0.845;-1;0;0;0.001;0.006;0.087;0.233;0.351;0.095;0.04;0.044;0.044;0.031;0.019;0.014;0.012;0.022;7;7.7899;1;7;RNA;transcript;NA;ssr2799, slr1679;ssr2799, slr1679;rpl27, slr1679;TU2028;50S ribosomal protein L27, hypothetical protein;transcript;;TU2028 (ssr2799, slr1679) - Transcr Unit;Chr
10;All Replicates;5.313;0.791;0.991;0;0;0.003;0.017;0.078;0.233;0.292;0.12;0.053;0.048;0.058;0.033;0.024;0.013;0.015;0.013;7;7.8351;1;7;RNA;mRNA;NA;ssr1604;ssr1604;rpl28;TU314;50S ribosomal protein L28;structural constituent of ribosome, ribosome, translation,;;rpl28/ssr1604 (mRNA / CDS) - TU314;Chr
17;All Replicates;31.065;0.256;0.999;0;0;0;0.003;0.004;0.003;0.002;0.014;0.001;0.003;0.003;0.003;0.001;0.001;0.003;0.959;18;17.6172;1;18;Protein;Protein;78;ssr1604;ssr1604;rpl28;TU314;50S ribosomal protein L28;structural constituent of ribosome, ribosome, translation,;No_GO;rpl28/ssr1604 (Protein) - TU314;Chr
10;All Replicates;5.848;0.833;-1;0;0;0.002;0.013;0.085;0.229;0.291;0.118;0.056;0.049;0.056;0.037;0.026;0.013;0.014;0.01;7;7.8416;1;7;RNA;transcript;NA;ssr1604;ssr1604;rpl28;TU314;50S ribosomal protein L28;transcript;;TU314 (ssr1604) - Transcr Unit;Chr
10;All Replicates;3.751;0.796;0.99;0;0;0.001;0.004;0.105;0.234;0.281;0.11;0.05;0.055;0.059;0.043;0.028;0.01;0.015;0.005;7;7.8028;1;7;RNA;3UTR;NA;ssr1604-3UTR;ssr1604;rpl28;TU314;50S ribosomal protein L28;structural constituent of ribosome, ribosome, translation,;;ssr1604-3UTR (3'UTR) - TU314;Chr
10;All Replicates;2.572;0.699;0.986;0;0;0;0.006;0.089;0.192;0.299;0.107;0.089;0.049;0.048;0.052;0.036;0.023;0.009;0;7;7.9743;1;7;RNA;5UTR;NA;ssr1604-5UTR;ssr1604;rpl28;TU314;50S ribosomal protein L28;structural constituent of ribosome, ribosome, translation,;;ssr1604-5UTR (5'UTR) - TU314;Chr
10;All Replicates;4.585;0.7;0.97;0;0;0.002;0;0.063;0.216;0.359;0.116;0.04;0.049;0.036;0.051;0.041;0.01;0.012;0.009;7;7.9145;1;7;RNA;mRNA;NA;ssl3436;ssl3436;rpl29;TU757;50S ribosomal protein L29;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;;rpl29/ssl3436 (mRNA / CDS) - TU757;Chr
17;All Replicates;31.765;0.386;0.998;0.002;0.006;0.02;0.01;0.006;0.008;0.006;0.005;0.006;0.007;0.008;0.007;0.005;0.004;0.002;0.897;18;16.8799;1;18;Protein;Protein;73;ssl3436;ssl3436;rpl29;TU757;50S ribosomal protein L29;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;No_GO;rpl29/ssl3436 (Protein) - TU757;Chr
10;All Replicates;6.499;0.876;0.981;0;0;0.002;0.003;0.063;0.188;0.259;0.128;0.06;0.076;0.049;0.045;0.047;0.031;0.019;0.033;7;8.6165;2;7, 10;RNA;mRNA;NA;sll1799;sll1799;rpl3;TU837;50S ribosomal protein L3;cytosolic large ribosomal subunit, cytosol, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;;rpl3/sll1799 (mRNA / CDS) - TU837;Chr
17;All Replicates;32.36;0.742;0.999;0;0.001;0.002;0.002;0.001;0;0;0.001;0.004;0.005;0.005;0.003;0.003;0.002;0.004;0.967;18;17.7505;1;18;Protein;Protein;213;sll1799;sll1799;rpl3;TU837;50S ribosomal protein L3;cytosolic large ribosomal subunit, cytosol, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;RNA;rpl3/sll1799 (Protein) - TU837;Chr
10;All Replicates;5.653;0.944;0.979;0;0;0.003;0.008;0.11;0.272;0.328;0.12;0.033;0.037;0.032;0.022;0.022;0.01;0.004;0;7;7.2571;1;7;RNA;mRNA;NA;ssl3445;ssl3445;rpl31;TU833;50S ribosomal protein L31;structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;;rpl31/ssl3445 (mRNA / CDS) - TU833;Chr
17;All Replicates;30.116;0.756;0.998;0.002;0.011;0.032;0.01;0.007;0.02;0.036;0.021;0.006;0.016;0.021;0.017;0.012;0.006;0.003;0.779;18;15.7139;1;18;Protein;Protein;81;ssl3445;ssl3445;rpl31;TU833;50S ribosomal protein L31;structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;RNA;rpl31/ssl3445 (Protein) - TU833;Chr
10;All Replicates;3.312;0.762;0.955;0;0;0.001;0;0.043;0.237;0.253;0.174;0.051;0.086;0.063;0.045;0.025;0.013;0.009;0;7;8.0219;2;7, 10;RNA;mRNA;NA;ssr1736;ssr1736;rpl32;TU488;50S ribosomal protein L32;structural constituent of ribosome, translation, large ribosomal subunit, ribosome,;;rpl32/ssr1736 (mRNA / CDS) - TU488;Chr
17;All Replicates;18.292;0.35;0.889;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0.335;0.01;0.654;18;16.7921;2;14.5, 18;Protein;Protein;57;ssr1736;ssr1736;rpl32;TU488;50S ribosomal protein L32;structural constituent of ribosome, translation, large ribosomal subunit, ribosome,;No_GO;rpl32/ssr1736 (Protein) - TU488;Chr
10;All Replicates;4.424;0.602;-1;0;0;0.001;0.042;0.09;0.177;0.266;0.111;0.045;0.057;0.057;0.055;0.017;0.023;0.017;0.041;7;8.2881;1;7;RNA;transcript;NA;ssr1736, slr1050;ssr1736, slr1050;rpl32, slr1050;TU488;50S ribosomal protein L32, hypothetical protein;transcript;;TU488 (ssr1736, slr1050) - Transcr Unit;Chr
10;All Replicates;2.495;0.543;0.91;0;0;0;0.04;0.052;0.222;0.213;0.119;0.054;0.082;0.045;0.129;0.046;0;0;0;6;8.1334;3;6, 10, 12;RNA;mRNA;NA;ssr1398;ssr1398;rpl33;TU2985;50S ribosomal protein L33;structural constituent of ribosome, ribosome, translation,;;rpl33/ssr1398 (mRNA / CDS) - TU2985;Chr
17;All Replicates;27.035;0.654;0.999;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999;18;17.9893;1;18;Protein;Protein;65;ssr1398;ssr1398;rpl33;TU2985;50S ribosomal protein L33;structural constituent of ribosome, ribosome, translation,;No_GO;rpl33/ssr1398 (Protein) - TU2985;Chr
9;All Replicates;4.987;0.886;-1;0;0;0.008;0.068;0.23;0.262;0.192;0.075;0.035;0.04;0.033;0.031;0.011;0.008;0.007;0;6;6.7829;1;6;RNA;transcript;NA;ssr1398, ssr1399;ssr1398, ssr1399;rpl33, rps18;TU2985;50S ribosomal protein L33, 30S ribosomal protein S18;transcript;;TU2985 (ssr1398, ssr1399) - Transcr Unit;Chr
10;All Replicates;7.639;0.882;-1;0;0;0.003;0.012;0.113;0.213;0.278;0.11;0.055;0.047;0.047;0.035;0.028;0.018;0.021;0.02;7;7.9619;1;7;RNA;transcript;NA;smr0011, slr1469, slr1470, slr1471, slr1472;smr0011, slr1469, slr1470, slr1471, slr1472;rpl34, rnpA, slr1470, slr1471, slr1472;TU1898;50S ribosomal protein L34, protein subunit of ribonuclease P (RNase P), hypothetical protein, hypothetical protein, hypothetical protein;transcript;;TU1898 (smr0011, slr1469, slr1470, slr1471, slr1472) - Transcr Unit;Chr
10;All Replicates;4.458;0.586;0.954;0;0;0.004;0.01;0.105;0.149;0.308;0.111;0.034;0.071;0.054;0.029;0.044;0.021;0.01;0.049;7;8.4043;2;7, 10;RNA;mRNA;NA;ssl1426;ssl1426;rpl35;TU2501;50S ribosomal protein L35;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;;rpl35/ssl1426 (mRNA / CDS) - TU2501;Chr
17;All Replicates;30.571;0.502;0.999;0;0;0;0;0.001;0;0;0.001;0;0;0;0;0;0;0;0.996;18;17.9581;1;18;Protein;Protein;67;ssl1426;ssl1426;rpl35;TU2501;50S ribosomal protein L35;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation,;No_GO;rpl35/ssl1426 (Protein) - TU2501;Chr
10;All Replicates;6.363;0.771;-1;0;0;0.003;0.013;0.1;0.241;0.314;0.093;0.035;0.041;0.042;0.028;0.034;0.019;0.017;0.02;7;7.834;1;7;RNA;transcript;NA;ssl1426, sll0767;ssl1426, sll0767;rpl35, rpl20;TU2501;50S ribosomal protein L35, 50S ribosomal protein L20;transcript;;TU2501 (ssl1426, sll0767) - Transcr Unit;Chr
10;All Replicates;6.058;0.88;0.951;0;0;0;0.018;0.171;0.249;0.268;0.106;0.033;0.034;0.044;0.015;0.021;0.012;0.007;0.022;7;7.3921;1;7;RNA;mRNA;NA;sml0006;sml0006;rpl36;TU833;50S ribosomal protein L36;structural constituent of ribosome, ribosome, translation,;;rpl36/sml0006 (mRNA / CDS) - TU833;Chr
17;All Replicates;25.206;0.192;0.987;0.006;0.01;0.083;0.062;0;0;0.01;0;0;0.06;0.01;0;0.002;0.001;0.005;0.75;18;14.9342;2;3, 18;Protein;Protein;38;sml0006;sml0006;rpl36;TU833;50S ribosomal protein L36;structural constituent of ribosome, ribosome, translation,;No_GO;rpl36/sml0006 (Protein) - TU833;Chr
10;All Replicates;2.994;0.594;0.972;0;0;0.001;0.007;0.051;0.196;0.247;0.101;0.075;0.052;0.076;0.045;0.063;0.025;0.038;0.025;7;8.8124;3;7, 11, 13;RNA;5UTR;NA;sml0006-5UTR;sml0006;rpl36;TU833;50S ribosomal protein L36;structural constituent of ribosome, ribosome, translation,;;sml0006-5UTR (5'UTR) - TU833;Chr
10;All Replicates;7.277;0.912;0.982;0;0;0.001;0.009;0.076;0.17;0.271;0.138;0.065;0.067;0.054;0.047;0.036;0.027;0.018;0.023;7;8.4014;2;7, 10;RNA;mRNA;NA;sll1800;sll1800;rpl4;TU837;50S ribosomal protein L4;structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;;rpl4/sll1800 (mRNA / CDS) - TU837;Chr
17;All Replicates;31.359;0.518;0.999;0;0;0;0.005;0.007;0.01;0.001;0.001;0.003;0.007;0.009;0.004;0.003;0.004;0.007;0.937;18;17.47;1;18;Protein;Protein;210;sll1800;sll1800;rpl4;TU837;50S ribosomal protein L4;structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;RNA;rpl4/sll1800 (Protein) - TU837;Chr
10;All Replicates;2.266;0.523;0.938;0;0;0;0.031;0.092;0.341;0.286;0.125;0.035;0.019;0.009;0.044;0.018;0;0;0;6;6.9918;1;6;RNA;aRNA;NA;sll1800-as;sll1800;rpl4;;50S ribosomal protein L4;structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;;sll1800-as (asRNA);Chr
10;All Replicates;6.754;0.887;0.981;0;0;0.001;0.01;0.087;0.229;0.335;0.097;0.038;0.056;0.037;0.029;0.03;0.011;0.021;0.019;7;7.8627;1;7;RNA;mRNA;NA;sll1808;sll1808;rpl5;TU837;50S ribosomal protein L5;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosomal large subunit assembly, ribosome, translation, RNA binding, rRNA binding, tRNA binding,;;rpl5/sll1808 (mRNA / CDS) - TU837;Chr
17;All Replicates;31.83;0.747;0.999;0;0.002;0.006;0.014;0.006;0.012;0.028;0.037;0.009;0.015;0.02;0.019;0.012;0.003;0.004;0.815;18;16.263;1;18;Protein;Protein;200;sll1808;sll1808;rpl5;TU837;50S ribosomal protein L5;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosomal large subunit assembly, ribosome, translation, RNA binding, rRNA binding, tRNA binding,;RNA;rpl5/sll1808 (Protein) - TU837;Chr
10;All Replicates;7.052;0.862;0.99;0;0;0.001;0.008;0.083;0.211;0.309;0.109;0.048;0.062;0.056;0.031;0.027;0.02;0.017;0.018;7;8.0218;1;7;RNA;mRNA;NA;sll1810;sll1810;rpl6;TU837;50S ribosomal protein L6;cytosolic large ribosomal subunit, structural constituent of ribosome, cytoplasmic translation, ribosome, translation, rRNA binding, RNA binding,;;rpl6/sll1810 (mRNA / CDS) - TU837;Chr
17;All Replicates;31.736;0.603;0.999;0.001;0.001;0.002;0;0.005;0.001;0.003;0.001;0.001;0.03;0.003;0.005;0.004;0.005;0.005;0.935;18;17.4935;1;18;Protein;Protein;179;sll1810;sll1810;rpl6;TU837;50S ribosomal protein L6;cytosolic large ribosomal subunit, structural constituent of ribosome, cytoplasmic translation, ribosome, translation, rRNA binding, RNA binding,;RNA;rpl6/sll1810 (Protein) - TU837;Chr
10;All Replicates;4.521;0.729;0.984;0;0;0.002;0.016;0.061;0.254;0.292;0.116;0.054;0.055;0.053;0.027;0.026;0.015;0.014;0.017;7;7.8934;1;7;RNA;mRNA;NA;sll1244;sll1244;rpl9;TU1808;50S ribosomal protein L9;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;;rpl9/sll1244 (mRNA / CDS) - TU1808;Chr
17;All Replicates;31.986;0.666;0.998;0.001;0.011;0.022;0.01;0.005;0.002;0.006;0.006;0.008;0.008;0.012;0.01;0.006;0.003;0.003;0.888;18;16.8019;1;18;Protein;Protein;172;sll1244;sll1244;rpl9;TU1808;50S ribosomal protein L9;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;RNA;rpl9/sll1244 (Protein) - TU1808;Chr
10;All Replicates;4.915;0.66;-1;0;0;0.002;0.022;0.062;0.225;0.284;0.104;0.049;0.047;0.054;0.025;0.027;0.012;0.02;0.068;7;8.4498;2;7, 18;RNA;transcript;NA;sll1244;sll1244;rpl9;TU1808;50S ribosomal protein L9;transcript;;TU1808 (sll1244) - Transcr Unit;Chr
10;All Replicates;2.923;0.444;0.708;0;0.001;0.001;0.04;0.076;0.133;0.271;0.059;0.033;0.02;0.052;0.02;0.03;0.003;0.052;0.208;7;10.0621;2;7, 18;RNA;3UTR;NA;sll1244-3UTR;sll1244;rpl9;TU1808;50S ribosomal protein L9;cytosolic large ribosomal subunit, structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;;sll1244-3UTR (3'UTR) - TU1808;Chr
10;All Replicates;7.985;0.885;0.974;0;0;0.001;0.007;0.079;0.156;0.243;0.127;0.062;0.065;0.061;0.064;0.049;0.03;0.034;0.021;7;8.75;3;7, 10, 12;RNA;mRNA;NA;sll1818;sll1818;rpoA;TU833;RNA polymerase alpha subunit;cytoplasm, DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, protein dimerization activity, nucleotidyltransferase activity, transferase activity,;;rpoA/sll1818 (mRNA / CDS) - TU833;Chr
11;All Replicates;32.088;0.949;0.977;0;0;0.004;0.01;0.007;0.026;0.148;0.31;0.253;0.144;0.079;0.011;0.005;0.001;0;0;8;8.5754;1;8;Protein;Protein;314;sll1818;sll1818;rpoA;TU833;RNA polymerase alpha subunit;cytoplasm, DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, protein dimerization activity, nucleotidyltransferase activity, transferase activity,;DNA;rpoA/sll1818 (Protein) - TU833;Chr
